name,ICAO,IATA,OtherCode,crownDependency,designated,british,label
Chatham Islands-Tuuta Airport,NZCI,CHT,,False,False,False,Chatham Islands-Tuuta Airport (New Zealand) (NZCI / CHT)
Dunedin Airport,NZDN,DUD,,False,False,False,Dunedin Airport (New Zealand) (NZDN / DUD)
Gisborne Airport,NZGS,GIS,,False,False,False,Gisborne Airport (New Zealand) (NZGS / GIS)
Glentanner Airport,NZGT,GTN,,False,False,False,Glentanner Airport (New Zealand) (NZGT / GTN)
Hokitika Airfield,NZHK,HKK,,False,False,False,Hokitika Airfield (New Zealand) (NZHK / HKK)
Hamilton International Airport,NZHN,HLZ,,False,False,False,Hamilton International Airport (New Zealand) (NZHN / HLZ)
Hastings Aerodrome,NZHS,,,False,False,False,Hastings Aerodrome (New Zealand) (NZHS)
Kerikeri Airport,NZKK,KKE,,False,False,False,Kerikeri Airport (New Zealand) (NZKK / KKE)
Kaitaia Airport,NZKT,KAT,,False,False,False,Kaitaia Airport (New Zealand) (NZKT / KAT)
Alexandra Airport,NZLX,ALR,,False,False,False,Alexandra Airport (New Zealand) (NZLX / ALR)
Mount Cook Airport,NZMC,MON,,False,False,False,Mount Cook Airport (New Zealand) (NZMC / MON)
Manapouri Airport,NZMO,TEU,,False,False,False,Manapouri Airport (New Zealand) (NZMO / TEU)
Hood Airport,NZMS,MRO,,False,False,False,Hood Airport (New Zealand) (NZMS / MRO)
New Plymouth Airport,NZNP,NPL,,False,False,False,New Plymouth Airport (New Zealand) (NZNP / NPL)
Nelson Airport,NZNS,NSN,,False,False,False,Nelson Airport (New Zealand) (NZNS / NSN)
Invercargill Airport,NZNV,IVC,,False,False,False,Invercargill Airport (New Zealand) (NZNV / IVC)
RNZAF Base Ohakea,NZOH,OHA,,False,False,False,RNZAF Base Ohakea (New Zealand) (NZOH / OHA)
Oamaru Airport,NZOU,OAM,,False,False,False,Oamaru Airport (New Zealand) (NZOU / OAM)
Palmerston North Airport,NZPM,PMR,,False,False,False,Palmerston North Airport (New Zealand) (NZPM / PMR)
Paraparaumu Airport,NZPP,PPQ,,False,False,False,Paraparaumu Airport (New Zealand) (NZPP / PPQ)
Queenstown International Airport,NZQN,ZQN,,False,False,False,Queenstown International Airport (New Zealand) (NZQN / ZQN)
Rotorua Regional Airport,NZRO,ROT,,False,False,False,Rotorua Regional Airport (New Zealand) (NZRO / ROT)
Waiouru Airport,NZRU,,,False,False,False,Waiouru Airport (New Zealand) (NZRU)
South Pole Station Airport,NZSP,,,False,False,False,South Pole Station Airport (Antarctica) (NZSP)
Tauranga Airport,NZTG,TRG,,False,False,False,Tauranga Airport (New Zealand) (NZTG / TRG)
Timaru Airport,NZTU,TIU,,False,False,False,Timaru Airport (New Zealand) (NZTU / TIU)
Pukaki Airport,NZUK,TWZ,,False,False,False,Pukaki Airport (New Zealand) (NZUK / TWZ)
Woodbourne Airport,NZWB,BHE,,False,False,False,Woodbourne Airport (New Zealand) (NZWB / BHE)
Williams Field,NZWD,,,False,False,False,Williams Field (Antarctica) (NZWD)
Wanaka Airport,NZWF,WKA,,False,False,False,Wanaka Airport (New Zealand) (NZWF / WKA)
Wigram Airport,NZWG,,,False,False,False,Wigram Airport (New Zealand) (NZWG)
Whakatane Airport,NZWK,WHK,,False,False,False,Whakatane Airport (New Zealand) (NZWK / WHK)
Wellington International Airport,NZWN,WLG,,False,False,False,Wellington International Airport (New Zealand) (NZWN / WLG)
Wairoa Airport,NZWO,WIR,,False,False,False,Wairoa Airport (New Zealand) (NZWO / WIR)
RNZAF Base Auckland-Whenuapai,NZWP,,,False,False,False,RNZAF Base Auckland-Whenuapai (New Zealand) (NZWP)
Whangarei Airport,NZWR,WRE,,False,False,False,Whangarei Airport (New Zealand) (NZWR / WRE)
Westport Airport,NZWS,WSZ,,False,False,False,Westport Airport (New Zealand) (NZWS / WSZ)
Wanganui Airport,NZWU,WAG,,False,False,False,Wanganui Airport (New Zealand) (NZWU / WAG)
Herat Airport,OAHR,HEA,,False,False,False,Herat Airport (Afghanistan) (OAHR / HEA)
Jalalabad Airport,OAJL,JAA,,False,False,False,Jalalabad Airport (Afghanistan) (OAJL / JAA)
Hamid Karzai International Airport,OAKB,KBL,,False,False,False,Hamid Karzai International Airport (Afghanistan) (OAKB / KBL)
Kandahar Airport,OAKN,KDH,,False,False,False,Kandahar Airport (Afghanistan) (OAKN / KDH)
Maimana Airport,OAMN,MMZ,,False,False,False,Maimana Airport (Afghanistan) (OAMN / MMZ)
Mazar I Sharif Airport,OAMS,MZR,,False,False,False,Mazar I Sharif Airport (Afghanistan) (OAMS / MZR)
Shindand Airport,OASD,OAH,,False,False,False,Shindand Airport (Afghanistan) (OASD / OAH)
Sheberghan Airport,OASG,,,False,False,False,Sheberghan Airport (Afghanistan) (OASG)
Konduz Airport,OAUZ,UND,,False,False,False,Konduz Airport (Afghanistan) (OAUZ / UND)
Bahrain International Airport,OBBI,BAH,,False,False,False,Bahrain International Airport (Bahrain) (OBBI / BAH)
Sheik Isa Air Base,OBBS,,,False,False,False,Sheik Isa Air Base (Bahrain) (OBBS)
Abha Regional Airport,OEAB,AHB,,False,False,False,Abha Regional Airport (Saudi Arabia) (OEAB / AHB)
Al Ahsa Airport,OEAH,HOF,,False,False,False,Al Ahsa Airport (Saudi Arabia) (OEAH / HOF)
Al Baha Airport,OEBA,ABT,,False,False,False,Al Baha Airport (Saudi Arabia) (OEBA / ABT)
Bisha Airport,OEBH,BHH,,False,False,False,Bisha Airport (Saudi Arabia) (OEBH / BHH)
Abqaiq Airport,OEBQ,,,False,False,False,Abqaiq Airport (Saudi Arabia) (OEBQ)
King Fahd International Airport,OEDF,DMM,,False,False,False,King Fahd International Airport (Saudi Arabia) (OEDF / DMM)
King Abdulaziz Air Base,OEDR,DHA,,False,False,False,King Abdulaziz Air Base (Saudi Arabia) (OEDR / DHA)
Jizan Regional Airport,OEGN,GIZ,,False,False,False,Jizan Regional Airport (Saudi Arabia) (OEGN / GIZ)
Gassim Airport,OEGS,ELQ,,False,False,False,Gassim Airport (Saudi Arabia) (OEGS / ELQ)
Gurayat Domestic Airport,OEGT,URY,,False,False,False,Gurayat Domestic Airport (Saudi Arabia) (OEGT / URY)
Ha'il Airport,OEHL,HAS,,False,False,False,Ha'il Airport (Saudi Arabia) (OEHL / HAS)
Jubail Airport,OEJB,QJB,,False,False,False,Jubail Airport (Saudi Arabia) (OEJB / QJB)
King Faisal Naval Base,OEJF,,,False,False,False,King Faisal Naval Base (Saudi Arabia) (OEJF)
King Abdulaziz International Airport,OEJN,JED,,False,False,False,King Abdulaziz International Airport (Saudi Arabia) (OEJN / JED)
King Khaled Military City Airport,OEKK,KMC,,False,False,False,King Khaled Military City Airport (Saudi Arabia) (OEKK / KMC)
Prince Mohammad Bin Abdulaziz Airport,OEMA,MED,,False,False,False,Prince Mohammad Bin Abdulaziz Airport (Saudi Arabia) (OEMA / MED)
Nejran Airport,OENG,EAM,,False,False,False,Nejran Airport (Saudi Arabia) (OENG / EAM)
Al Qaisumah/Hafr Al Batin Airport,OEPA,AQI,,False,False,False,Al Qaisumah/Hafr Al Batin Airport (Saudi Arabia) (OEPA / AQI)
Pump Station 3 Airport,OEPC,,,False,False,False,Pump Station 3 Airport (Saudi Arabia) (OEPC)
Pump Station 6 Airport,OEPF,,,False,False,False,Pump Station 6 Airport (Saudi Arabia) (OEPF)
Pump Station 10 Airport,OEPJ,,,False,False,False,Pump Station 10 Airport (Saudi Arabia) (OEPJ)
Rabigh Airport,OERB,,,False,False,False,Rabigh Airport (Saudi Arabia) (OERB)
Rafha Domestic Airport,OERF,RAH,,False,False,False,Rafha Domestic Airport (Saudi Arabia) (OERF / RAH)
King Khaled International Airport,OERK,RUH,,False,False,False,King Khaled International Airport (Saudi Arabia) (OERK / RUH)
Ras Mishab Airport,OERM,,,False,False,False,Ras Mishab Airport (Saudi Arabia) (OERM)
Arar Domestic Airport,OERR,RAE,,False,False,False,Arar Domestic Airport (Saudi Arabia) (OERR / RAE)
Ras Tanura Airport,OERT,,,False,False,False,Ras Tanura Airport (Saudi Arabia) (OERT)
Sharurah Airport,OESH,SHW,,False,False,False,Sharurah Airport (Saudi Arabia) (OESH / SHW)
Sulayel Airport,OESL,SLF,,False,False,False,Sulayel Airport (Saudi Arabia) (OESL / SLF)
Tabuk Airport,OETB,TUU,,False,False,False,Tabuk Airport (Saudi Arabia) (OETB / TUU)
Ta’if Regional Airport,OETF,TIF,,False,False,False,Ta’if Regional Airport (Saudi Arabia) (OETF / TIF)
Thumamah Airport,OETH,,,False,False,False,Thumamah Airport (Saudi Arabia) (OETH)
Ras Tanajib Airport,OETN,,,False,False,False,Ras Tanajib Airport (Saudi Arabia) (OETN)
Turaif Domestic Airport,OETR,TUI,,False,False,False,Turaif Domestic Airport (Saudi Arabia) (OETR / TUI)
Al Wajh Domestic Airport,OEWJ,EJH,,False,False,False,Al Wajh Domestic Airport (Saudi Arabia) (OEWJ / EJH)
Prince Abdulmohsin Bin Abdulaziz Airport,OEYN,YNB,,False,False,False,Prince Abdulmohsin Bin Abdulaziz Airport (Saudi Arabia) (OEYN / YNB)
Abadan Airport,OIAA,ABD,,False,False,False,Abadan Airport (Iran) (OIAA / ABD)
Dezful Airport,OIAD,DEF,,False,False,False,Dezful Airport (Iran) (OIAD / DEF)
Aghajari Airport,OIAG,AKW,,False,False,False,Aghajari Airport (Iran) (OIAG / AKW)
Gachsaran Airport,OIAH,GCH,,False,False,False,Gachsaran Airport (Iran) (OIAH / GCH)
Shahid Asyaee Airport,OIAI,,,False,False,False,Shahid Asyaee Airport (Iran) (OIAI)
Omidiyeh Airport,OIAJ,OMI,,False,False,False,Omidiyeh Airport (Iran) (OIAJ / OMI)
Mahshahr Airport,OIAM,MRX,,False,False,False,Mahshahr Airport (Iran) (OIAM / MRX)
Ahwaz Airport,OIAW,AWZ,,False,False,False,Ahwaz Airport (Iran) (OIAW / AWZ)
Abu Musa Island Airport,OIBA,AEU,,False,False,False,Abu Musa Island Airport (Iran) (OIBA / AEU)
Bushehr Airport,OIBB,BUZ,,False,False,False,Bushehr Airport (Iran) (OIBB / BUZ)
Bastak Airport,OIBH,,,False,False,False,Bastak Airport (Iran) (OIBH)
Asaloyeh Airport,OIBI,,,False,False,False,Asaloyeh Airport (Iran) (OIBI)
Kish International Airport,OIBK,KIH,,False,False,False,Kish International Airport (Iran) (OIBK / KIH)
Bandar Lengeh Airport,OIBL,BDH,,False,False,False,Bandar Lengeh Airport (Iran) (OIBL / BDH)
Khark Island Airport,OIBQ,KHK,,False,False,False,Khark Island Airport (Iran) (OIBQ / KHK)
Sirri Island Airport,OIBS,SXI,,False,False,False,Sirri Island Airport (Iran) (OIBS / SXI)
Lavan Island Airport,OIBV,LVP,,False,False,False,Lavan Island Airport (Iran) (OIBV / LVP)
Shahid Ashrafi Esfahani Airport,OICC,KSH,,False,False,False,Shahid Ashrafi Esfahani Airport (Iran) (OICC / KSH)
Sanandaj Airport,OICS,SDG,,False,False,False,Sanandaj Airport (Iran) (OICS / SDG)
Hesa Airport,OIFE,IFH,,False,False,False,Hesa Airport (Iran) (OIFE / IFH)
Shahid Vatan Pour Air Base,OIFH,,,False,False,False,Shahid Vatan Pour Air Base (Iran) (OIFH)
Kashan Airport,OIFK,KKS,,False,False,False,Kashan Airport (Iran) (OIFK / KKS)
Esfahan Shahid Beheshti International Airport,OIFM,IFN,,False,False,False,Esfahan Shahid Beheshti International Airport (Iran) (OIFM / IFN)
Badr Air Base,OIFP,,,False,False,False,Badr Air Base (Iran) (OIFP)
Sardar-e-Jangal Airport,OIGG,RAS,,False,False,False,Sardar-e-Jangal Airport (Iran) (OIGG / RAS)
Arak Airport,OIHR,AJK,,False,False,False,Arak Airport (Iran) (OIHR / AJK)
Ghazvin Azadi Airport,OIIA,,,False,False,False,Ghazvin Azadi Airport (Iran) (OIIA)
Kushke Nosrat Airport,OIIC,,,False,False,False,Kushke Nosrat Airport (Iran) (OIIC)
Doshan Tappeh Air Base,OIID,,,False,False,False,Doshan Tappeh Air Base (Iran) (OIID)
Ghale Morghi Airport,OIIG,,,False,False,False,Ghale Morghi Airport (Iran) (OIIG)
Mehrabad International Airport,OIII,THR,,False,False,False,Mehrabad International Airport (Iran) (OIII / THR)
Qazvin Airport,OIIK,GZW,,False,False,False,Qazvin Airport (Iran) (OIIK / GZW)
Naja Airport,OIIM,,,False,False,False,Naja Airport (Iran) (OIIM)
Bandar Abbas International Airport,OIKB,BND,,False,False,False,Bandar Abbas International Airport (Iran) (OIKB / BND)
Jiroft Airport,OIKJ,JYR,,False,False,False,Jiroft Airport (Iran) (OIKJ / JYR)
Kerman Airport,OIKK,KER,,False,False,False,Kerman Airport (Iran) (OIKK / KER)
Havadarya Airport,OIKP,HDR,,False,False,False,Havadarya Airport (Iran) (OIKP / HDR)
Dayrestan Airport,OIKQ,,,False,False,False,Dayrestan Airport (Iran) (OIKQ)
Sirjan Airport,OIKY,SYJ,,False,False,False,Sirjan Airport (Iran) (OIKY / SYJ)
Birjand Airport,OIMB,XBJ,,False,False,False,Birjand Airport (Iran) (OIMB / XBJ)
Sarakhs Airport,OIMC,CKT,,False,False,False,Sarakhs Airport (Iran) (OIMC / CKT)
Shahroud Airport,OIMJ,RUD,,False,False,False,Shahroud Airport (Iran) (OIMJ / RUD)
Tabas Airport,OIMT,TCX,,False,False,False,Tabas Airport (Iran) (OIMT / TCX)
Kalaleh Airport,OINE,KLM,,False,False,False,Kalaleh Airport (Iran) (OINE / KLM)
Ramsar Airport,OINR,RZR,,False,False,False,Ramsar Airport (Iran) (OINR / RZR)
Fasa Airport,OISF,FAZ,,False,False,False,Fasa Airport (Iran) (OISF / FAZ)
Jahrom Airport,OISJ,JAR,,False,False,False,Jahrom Airport (Iran) (OISJ / JAR)
Lamerd Airport,OISR,LFM,,False,False,False,Lamerd Airport (Iran) (OISR / LFM)
Shiraz Shahid Dastghaib International Airport,OISS,SYZ,,False,False,False,Shiraz Shahid Dastghaib International Airport (Iran) (OISS / SYZ)
Khoy Airport,OITK,KHY,,False,False,False,Khoy Airport (Iran) (OITK / KHY)
Tabriz International Airport,OITT,TBZ,,False,False,False,Tabriz International Airport (Iran) (OITT / TBZ)
Zanjan Airport,OITZ,JWN,,False,False,False,Zanjan Airport (Iran) (OITZ / JWN)
Shahid Sadooghi Airport,OIYY,AZD,,False,False,False,Shahid Sadooghi Airport (Iran) (OIYY / AZD)
Zabol Airport,OIZB,ACZ,,False,False,False,Zabol Airport (Iran) (OIZB / ACZ)
Konarak Airport,OIZC,ZBR,,False,False,False,Konarak Airport (Iran) (OIZC / ZBR)
Zahedan International Airport,OIZH,ZAH,,False,False,False,Zahedan International Airport (Iran) (OIZH / ZAH)
Iran Shahr Airport,OIZI,IHR,,False,False,False,Iran Shahr Airport (Iran) (OIZI / IHR)
Saravan Airport,OIZS,,,False,False,False,Saravan Airport (Iran) (OIZS)
Queen Alia International Airport,OJAI,AMM,,False,False,False,Queen Alia International Airport (Jordan) (OJAI / AMM)
Amman-Marka International Airport,OJAM,ADJ,,False,False,False,Amman-Marka International Airport (Jordan) (OJAM / ADJ)
Aqaba King Hussein International Airport,OJAQ,AQJ,,False,False,False,Aqaba King Hussein International Airport (Jordan) (OJAQ / AQJ)
Prince Hassan Air Base,OJHF,,,False,False,False,Prince Hassan Air Base (Jordan) (OJHF)
Jerusalem Airport,OJJR,,,False,False,False,Jerusalem Airport (West Bank) (OJJR)
King Hussein Air College,OJMF,OMF,,False,False,False,King Hussein Air College (Jordan) (OJMF / OMF)
Kuwait International Airport,OKKK,KWI,,False,False,False,Kuwait International Airport (Kuwait) (OKKK / KWI)
Beirut Rafic Hariri International Airport,OLBA,BEY,,False,False,False,Beirut Rafic Hariri International Airport (Lebanon) (OLBA / BEY)
Rene Mouawad Air Base,OLKA,KYE,,False,False,False,Rene Mouawad Air Base (Lebanon) (OLKA / KYE)
Abu Dhabi International Airport,OMAA,AUH,,False,False,False,Abu Dhabi International Airport (United Arab Emirates) (OMAA / AUH)
Bateen Airport,OMAD,AZI,,False,False,False,Bateen Airport (United Arab Emirates) (OMAD / AZI)
Al Hamra Aux Airport,OMAH,,,False,False,False,Al Hamra Aux Airport (United Arab Emirates) (OMAH)
Jebel Dhana Airport,OMAJ,,,False,False,False,Jebel Dhana Airport (United Arab Emirates) (OMAJ)
Al Dhafra Air Base,OMAM,DHF,,False,False,False,Al Dhafra Air Base (United Arab Emirates) (OMAM / DHF)
Arzanah Airport,OMAR,,,False,False,False,Arzanah Airport (United Arab Emirates) (OMAR)
Das Island Airport,OMAS,,,False,False,False,Das Island Airport (United Arab Emirates) (OMAS)
Zirku Airport,OMAZ,,,False,False,False,Zirku Airport (United Arab Emirates) (OMAZ)
Dubai International Airport,OMDB,DXB,,False,False,False,Dubai International Airport (United Arab Emirates) (OMDB / DXB)
Fujairah International Airport,OMFJ,FJR,,False,False,False,Fujairah International Airport (United Arab Emirates) (OMFJ / FJR)
Ras Al Khaimah International Airport,OMRK,RKT,,False,False,False,Ras Al Khaimah International Airport (United Arab Emirates) (OMRK / RKT)
Sharjah International Airport,OMSJ,SHJ,,False,False,False,Sharjah International Airport (United Arab Emirates) (OMSJ / SHJ)
Khasab Air Base,OOKB,KHS,,False,False,False,Khasab Air Base (Oman) (OOKB / KHS)
Masirah Air Base,OOMA,MSH,,False,False,False,Masirah Air Base (Oman) (OOMA / MSH)
Muscat International Airport,OOMS,MCT,,False,False,False,Muscat International Airport (Oman) (OOMS / MCT)
Salalah Airport,OOSA,SLL,,False,False,False,Salalah Airport (Oman) (OOSA / SLL)
Thumrait Air Base,OOTH,TTH,,False,False,False,Thumrait Air Base (Oman) (OOTH / TTH)
Bhagatanwala Airport,OPBG,BHW,,False,False,False,Bhagatanwala Airport (Pakistan) (OPBG / BHW)
Faisalabad International Airport,OPFA,LYP,,False,False,False,Faisalabad International Airport (Pakistan) (OPFA / LYP)
Gwadar International Airport,OPGD,GWD,,False,False,False,Gwadar International Airport (Pakistan) (OPGD / GWD)
Gilgit Airport,OPGT,GIL,,False,False,False,Gilgit Airport (Pakistan) (OPGT / GIL)
Shahbaz Air Base,OPJA,JAG,,False,False,False,Shahbaz Air Base (Pakistan) (OPJA / JAG)
Jinnah International Airport,OPKC,KHI,,False,False,False,Jinnah International Airport (Pakistan) (OPKC / KHI)
Alama Iqbal International Airport,OPLA,LHE,,False,False,False,Alama Iqbal International Airport (Pakistan) (OPLA / LHE)
Walton Airport,OPLH,,,False,False,False,Walton Airport (Pakistan) (OPLH)
Mangla Airport,OPMA,XJM,,False,False,False,Mangla Airport (Pakistan) (OPMA / XJM)
Muzaffarabad Airport,OPMF,MFG,,False,False,False,Muzaffarabad Airport (Pakistan) (OPMF / MFG)
Mianwali Air Base,OPMI,MWD,,False,False,False,Mianwali Air Base (Pakistan) (OPMI / MWD)
Moenjodaro Airport,OPMJ,MJD,,False,False,False,Moenjodaro Airport (Pakistan) (OPMJ / MJD)
Masroor Air Base,OPMR,,,False,False,False,Masroor Air Base (Pakistan) (OPMR)
Multan International Airport,OPMT,MUX,,False,False,False,Multan International Airport (Pakistan) (OPMT / MUX)
Shaheed Benazirabad Airport,OPNH,WNS,,False,False,False,Shaheed Benazirabad Airport (Pakistan) (OPNH / WNS)
Okara Cantonment Airstrip,OPOK,,,False,False,False,Okara Cantonment Airstrip (Pakistan) (OPOK)
Panjgur Airport,OPPG,PJG,,False,False,False,Panjgur Airport (Pakistan) (OPPG / PJG)
Pasni Airport,OPPI,PSI,,False,False,False,Pasni Airport (Pakistan) (OPPI / PSI)
Peshawar International Airport,OPPS,PEW,,False,False,False,Peshawar International Airport (Pakistan) (OPPS / PEW)
Qasim Airport,OPQS,,,False,False,False,Qasim Airport (Pakistan) (OPQS)
Quetta International Airport,OPQT,UET,,False,False,False,Quetta International Airport (Pakistan) (OPQT / UET)
Shaikh Zaid Airport,OPRK,RYK,,False,False,False,Shaikh Zaid Airport (Pakistan) (OPRK / RYK)
Benazir Bhutto International Airport,OPRN,,,False,False,False,Benazir Bhutto International Airport (Pakistan) (OPRN)
Risalpur Air Base,OPRS,,,False,False,False,Risalpur Air Base (Pakistan) (OPRS)
Rawalakot Airport,OPRT,RAZ,,False,False,False,Rawalakot Airport (Pakistan) (OPRT / RAZ)
Sukkur Airport,OPSK,SKZ,,False,False,False,Sukkur Airport (Pakistan) (OPSK / SKZ)
Saidu Sharif Airport,OPSS,SDT,,False,False,False,Saidu Sharif Airport (Pakistan) (OPSS / SDT)
Sui Airport,OPSU,SUL,,False,False,False,Sui Airport (Pakistan) (OPSU / SUL)
Talhar Airport,OPTH,BDN,,False,False,False,Talhar Airport (Pakistan) (OPTH / BDN)
Wana Airport,OPWN,WAF,,False,False,False,Wana Airport (Pakistan) (OPWN / WAF)
Zhob Airport,OPZB,PZH,,False,False,False,Zhob Airport (Pakistan) (OPZB / PZH)
Basrah International Airport,ORMM,BSR,,False,False,False,Basrah International Airport (Iraq) (ORMM / BSR)
Aleppo International Airport,OSAP,ALP,,False,False,False,Aleppo International Airport (Syria) (OSAP / ALP)
Damascus International Airport,OSDI,DAM,,False,False,False,Damascus International Airport (Syria) (OSDI / DAM)
Deir ez-Zor Air Base,OSDZ,DEZ,,False,False,False,Deir ez-Zor Air Base (Syria) (OSDZ / DEZ)
Bassel Al-Assad International Airport,OSLK,LTK,,False,False,False,Bassel Al-Assad International Airport (Syria) (OSLK / LTK)
Palmyra Airport,OSPR,PMS,,False,False,False,Palmyra Airport (Syria) (OSPR / PMS)
Doha International Airport,OTBD,DIA,,False,False,False,Doha International Airport (Qatar) (OTBD / DIA)
Canton Island Airport,PCIS,CIS,,False,False,False,Canton Island Airport (Kiribati) (PCIS / CIS)
Rota International Airport,PGRO,ROP,,False,False,False,Rota International Airport (Northern Mariana Islands) (PGRO / ROP)
Saipan International Airport,PGSN,SPN,,False,False,False,Saipan International Airport (Northern Mariana Islands) (PGSN / SPN)
Andersen Air Force Base,PGUA,UAM,,False,False,False,Andersen Air Force Base (Guam) (PGUA / UAM)
Antonio B. Won Pat International Airport,PGUM,GUM,,False,False,False,Antonio B. Won Pat International Airport (Guam) (PGUM / GUM)
Tinian International Airport,PGWT,TIQ,,False,False,False,Tinian International Airport (Northern Mariana Islands) (PGWT / TIQ)
Marshall Islands International Airport,PKMJ,MAJ,,False,False,False,Marshall Islands International Airport (Marshall Islands) (PKMJ / MAJ)
Dyess Army Air Field,PKRO,,,False,False,False,Dyess Army Air Field (Marshall Islands) (PKRO)
Bucholz Army Air Field,PKWA,KWA,,False,False,False,Bucholz Army Air Field (Marshall Islands) (PKWA / KWA)
Cassidy International Airport,PLCH,CXI,,False,False,False,Cassidy International Airport (Kiribati) (PLCH / CXI)
Henderson Field,PMDY,MDY,,False,False,False,Henderson Field (Midway Islands) (PMDY / MDY)
Chuuk International Airport,PTKK,TKK,,False,False,False,Chuuk International Airport (Micronesia) (PTKK / TKK)
Pohnpei International Airport,PTPN,PNI,,False,False,False,Pohnpei International Airport (Micronesia) (PTPN / PNI)
Babelthuap Airport,PTRO,ROR,,False,False,False,Babelthuap Airport (Palau) (PTRO / ROR)
Kosrae International Airport,PTSA,KSA,,False,False,False,Kosrae International Airport (Micronesia) (PTSA / KSA)
Yap International Airport,PTYA,YAP,,False,False,False,Yap International Airport (Micronesia) (PTYA / YAP)
Kinmen Airport,RCBS,KNH,,False,False,False,Kinmen Airport (Taiwan) (RCBS / KNH)
Pingtung South Airport,RCDC,,,False,False,False,Pingtung South Airport (Taiwan) (RCDC)
Longtan Air Base,RCDI,,,False,False,False,Longtan Air Base (Taiwan) (RCDI)
Taitung Airport,RCFN,TTT,,False,False,False,Taitung Airport (Taiwan) (RCFN / TTT)
Lyudao Airport,RCGI,GNI,,False,False,False,Lyudao Airport (Taiwan) (RCGI / GNI)
Kaohsiung International Airport,RCKH,KHH,,False,False,False,Kaohsiung International Airport (Taiwan) (RCKH / KHH)
Chiayi Airport,RCKU,CYI,,False,False,False,Chiayi Airport (Taiwan) (RCKU / CYI)
Lanyu Airport,RCLY,KYD,,False,False,False,Lanyu Airport (Taiwan) (RCLY / KYD)
Taichung Ching Chuang Kang Airport,RCMQ,RMQ,,False,False,False,Taichung Ching Chuang Kang Airport (Taiwan) (RCMQ / RMQ)
Tainan Airport,RCNN,TNN,,False,False,False,Tainan Airport (Taiwan) (RCNN / TNN)
Hsinchu Air Base,RCPO,HSZ,,False,False,False,Hsinchu Air Base (Taiwan) (RCPO / HSZ)
Makung Airport,RCQC,MZG,,False,False,False,Makung Airport (Taiwan) (RCQC / MZG)
Chihhang Air Base,RCQS,,,False,False,False,Chihhang Air Base (Taiwan) (RCQS)
Pingtung North Airport,RCSQ,PIF,,False,False,False,Pingtung North Airport (Taiwan) (RCSQ / PIF)
Taipei Songshan Airport,RCSS,TSA,,False,False,False,Taipei Songshan Airport (Taiwan) (RCSS / TSA)
Taiwan Taoyuan International Airport,RCTP,TPE,,False,False,False,Taiwan Taoyuan International Airport (Taiwan) (RCTP / TPE)
Wang-an Airport,RCWA,WOT,,False,False,False,Wang-an Airport (Taiwan) (RCWA / WOT)
Hualien Airport,RCYU,HUN,,False,False,False,Hualien Airport (Taiwan) (RCYU / HUN)
Narita International Airport,RJAA,NRT,,False,False,False,Narita International Airport (Japan) (RJAA / NRT)
Matsumoto Airport,RJAF,MMJ,,False,False,False,Matsumoto Airport (Japan) (RJAF / MMJ)
Hyakuri Airport,RJAH,IBR,,False,False,False,Hyakuri Airport (Japan) (RJAH / IBR)
Minami Torishima Airport,RJAM,MUS,,False,False,False,Minami Torishima Airport (Japan) (RJAM / MUS)
Iwo Jima Airport,RJAW,IWO,,False,False,False,Iwo Jima Airport (Japan) (RJAW / IWO)
Nanki Shirahama Airport,RJBD,SHM,,False,False,False,Nanki Shirahama Airport (Japan) (RJBD / SHM)
Kohnan Airport,RJBK,,,False,False,False,Kohnan Airport (Japan) (RJBK)
Tokachi-Obihiro Airport,RJCB,OBO,,False,False,False,Tokachi-Obihiro Airport (Japan) (RJCB / OBO)
New Chitose Airport,RJCC,CTS,,False,False,False,New Chitose Airport (Japan) (RJCC / CTS)
Hakodate Airport,RJCH,HKD,,False,False,False,Hakodate Airport (Japan) (RJCH / HKD)
Chitose Air Base,RJCJ,,,False,False,False,Chitose Air Base (Japan) (RJCJ)
Memanbetsu Airport,RJCM,MMB,,False,False,False,Memanbetsu Airport (Japan) (RJCM / MMB)
Nakashibetsu Airport,RJCN,SHB,,False,False,False,Nakashibetsu Airport (Japan) (RJCN / SHB)
Tokachi Airport,RJCT,,,False,False,False,Tokachi Airport (Japan) (RJCT)
Wakkanai Airport,RJCW,WKJ,,False,False,False,Wakkanai Airport (Japan) (RJCW / WKJ)
Iki Airport,RJDB,IKI,,False,False,False,Iki Airport (Japan) (RJDB / IKI)
Yamaguchi Ube Airport,RJDC,UBJ,,False,False,False,Yamaguchi Ube Airport (Japan) (RJDC / UBJ)
Tsushima Airport,RJDT,TSJ,,False,False,False,Tsushima Airport (Japan) (RJDT / TSJ)
Monbetsu Airport,RJEB,MBE,,False,False,False,Monbetsu Airport (Japan) (RJEB / MBE)
Asahikawa Airport,RJEC,AKJ,,False,False,False,Asahikawa Airport (Japan) (RJEC / AKJ)
Okushiri Airport,RJEO,OIR,,False,False,False,Okushiri Airport (Japan) (RJEO / OIR)
Rishiri Airport,RJER,RIS,,False,False,False,Rishiri Airport (Japan) (RJER / RIS)
Ashiya Airport,RJFA,,,False,False,False,Ashiya Airport (Japan) (RJFA)
Yakushima Airport,RJFC,KUM,,False,False,False,Yakushima Airport (Japan) (RJFC / KUM)
Fukue Airport,RJFE,FUJ,,False,False,False,Fukue Airport (Japan) (RJFE / FUJ)
