name,ICAO,IATA,OtherCode,crownDependency,designated,british,label
Malolo Lailai Island Airport,NFFO,PTF,,False,False,False,Malolo Lailai Island Airport (Fiji) (NFFO / PTF)
Vunisea Airport,NFKD,KDV,,False,False,False,Vunisea Airport (Fiji) (NFKD / KDV)
Mana Island Airport,NFMA,MNF,,False,False,False,Mana Island Airport (Fiji) (NFMA / MNF)
Moala Airport,NFMO,MFJ,,False,False,False,Moala Airport (Fiji) (NFMO / MFJ)
Ngau Airport,NFNG,NGI,,False,False,False,Ngau Airport (Fiji) (NFNG / NGI)
Lakeba Island Airport,NFNK,LKB,,False,False,False,Lakeba Island Airport (Fiji) (NFNK / LKB)
Labasa Airport,NFNL,LBS,,False,False,False,Labasa Airport (Fiji) (NFNL / LBS)
Matei Airport,NFNM,TVU,,False,False,False,Matei Airport (Fiji) (NFNM / TVU)
Koro Island Airport,NFNO,KXF,,False,False,False,Koro Island Airport (Fiji) (NFNO / KXF)
Rotuma Airport,NFNR,RTA,,False,False,False,Rotuma Airport (Fiji) (NFNR / RTA)
Savusavu Airport,NFNS,SVU,,False,False,False,Savusavu Airport (Fiji) (NFNS / SVU)
Kaufana Airport,NFTE,EUA,,False,False,False,Kaufana Airport (Tonga) (NFTE / EUA)
Lifuka Island Airport,NFTL,HPA,,False,False,False,Lifuka Island Airport (Tonga) (NFTL / HPA)
Mata'aho Airport,NFTO,NFO,,False,False,False,Mata'aho Airport (Tonga) (NFTO / NFO)
Kuini Lavenia Airport,NFTP,NTT,,False,False,False,Kuini Lavenia Airport (Tonga) (NFTP / NTT)
Vanua Balavu Airport,NFVB,VBV,,False,False,False,Vanua Balavu Airport (Fiji) (NFVB / VBV)
Niue International Airport,NIUE,IUE,,False,False,False,Niue International Airport (Niue) (NIUE / IUE)
Pointe Vele Airport,NLWF,FUT,,False,False,False,Pointe Vele Airport (Wallis and Futuna) (NLWF / FUT)
Maota Airport,NSMA,MXS,,False,False,False,Maota Airport (Samoa) (NSMA / MXS)
Apataki Airport,NTGD,APK,,False,False,False,Apataki Airport (French Polynesia) (NTGD / APK)
Ahe Airport,NTHE,AHE,,False,False,False,Ahe Airport (French Polynesia) (NTHE / AHE)
Hiva Oa-Atuona Airport,NTMN,AUQ,,False,False,False,Hiva Oa-Atuona Airport (French Polynesia) (NTMN / AUQ)
Ua Pou Airport,NTMP,UAP,,False,False,False,Ua Pou Airport (French Polynesia) (NTMP / UAP)
Ua Huka Airport,NTMU,UAH,,False,False,False,Ua Huka Airport (French Polynesia) (NTMU / UAH)
Mota Lava Airport,NVSA,MTV,,False,False,False,Mota Lava Airport (Vanuatu) (NVSA / MTV)
Sola Airport,NVSC,SLH,,False,False,False,Sola Airport (Vanuatu) (NVSC / SLH)
Torres Airstrip,NVSD,TOH,,False,False,False,Torres Airstrip (Vanuatu) (NVSD / TOH)
Siwo Airport,NVSE,EAE,,False,False,False,Siwo Airport (Vanuatu) (NVSE / EAE)
Craig Cove Airport,NVSF,CCV,,False,False,False,Craig Cove Airport (Vanuatu) (NVSF / CCV)
Longana Airport,NVSG,LOD,,False,False,False,Longana Airport (Vanuatu) (NVSG / LOD)
Sara Airport,NVSH,SSR,,False,False,False,Sara Airport (Vanuatu) (NVSH / SSR)
Tavie Airport,NVSI,PBJ,,False,False,False,Tavie Airport (Vanuatu) (NVSI / PBJ)
Lamap Airport,NVSL,LPM,,False,False,False,Lamap Airport (Vanuatu) (NVSL / LPM)
Lamen Bay Airport,NVSM,LNB,,False,False,False,Lamen Bay Airport (Vanuatu) (NVSM / LNB)
Maewo-Naone Airport,NVSN,MWF,,False,False,False,Maewo-Naone Airport (Vanuatu) (NVSN / MWF)
Lonorore Airport,NVSO,LNE,,False,False,False,Lonorore Airport (Vanuatu) (NVSO / LNE)
Norsup Airport,NVSP,NUS,,False,False,False,Norsup Airport (Vanuatu) (NVSP / NUS)
Gaua Island Airport,NVSQ,ZGU,,False,False,False,Gaua Island Airport (Vanuatu) (NVSQ / ZGU)
Redcliffe Airport,NVSR,RCL,,False,False,False,Redcliffe Airport (Vanuatu) (NVSR / RCL)
Santo Pekoa International Airport,NVSS,SON,,False,False,False,Santo Pekoa International Airport (Vanuatu) (NVSS / SON)
Tongoa Airport,NVST,TGH,,False,False,False,Tongoa Airport (Vanuatu) (NVST / TGH)
Uléi Airport,NVSU,ULB,,False,False,False,Uléi Airport (Vanuatu) (NVSU / ULB)
Valesdir Airport,NVSV,VLS,,False,False,False,Valesdir Airport (Vanuatu) (NVSV / VLS)
Southwest Bay Airport,NVSX,SWJ,,False,False,False,Southwest Bay Airport (Vanuatu) (NVSX / SWJ)
North West Santo Airport,NVSZ,OLJ,,False,False,False,North West Santo Airport (Vanuatu) (NVSZ / OLJ)
Aneityum Airport,NVVA,AUY,,False,False,False,Aneityum Airport (Vanuatu) (NVVA / AUY)
Aniwa Airport,NVVB,AWD,,False,False,False,Aniwa Airport (Vanuatu) (NVVB / AWD)
Dillon's Bay Airport,NVVD,DLY,,False,False,False,Dillon's Bay Airport (Vanuatu) (NVVD / DLY)
Futuna Airport,NVVF,FTA,,False,False,False,Futuna Airport (Vanuatu) (NVVF / FTA)
Ipota Airport,NVVI,IPA,,False,False,False,Ipota Airport (Vanuatu) (NVVI / IPA)
Tiga Airport,NWWA,TGJ,,False,False,False,Tiga Airport (New Caledonia) (NWWA / TGJ)
Ééle Art - Waala Airport,NWWC,BMY,,False,False,False,Ééle Art - Waala Airport (New Caledonia) (NWWC / BMY)
Ééle des Pins Airport,NWWE,ILP,,False,False,False,Ééle des Pins Airport (New Caledonia) (NWWE / ILP)
Fayzabad Airport,OAFZ,FBD,,False,False,False,Fayzabad Airport (Afghanistan) (OAFZ / FBD)
Dawadmi Domestic Airport,OEDW,,,False,False,False,Dawadmi Domestic Airport (Saudi Arabia) (OEDW)
Al-Jawf Domestic Airport,OESK,AJF,,False,False,False,Al-Jawf Domestic Airport (Saudi Arabia) (OESK / AJF)
Neom Bay Airport,OENN,NUM,,False,False,False,Neom Bay Airport (Saudi Arabia) (OENN / NUM)
Wadi Al Dawasir Airport,OEWD,WAE,,False,False,False,Wadi Al Dawasir Airport (Saudi Arabia) (OEWD / WAE)
Khoram Abad Airport,OICK,KHD,,False,False,False,Khoram Abad Airport (Iran) (OICK / KHD)
Bam Airport,OIKM,BXR,,False,False,False,Bam Airport (Iran) (OIKM / BXR)
Rafsanjan Airport,OIKR,RJN,,False,False,False,Rafsanjan Airport (Iran) (OIKR / RJN)
Bojnord Airport,OIMN,BJB,,False,False,False,Bojnord Airport (Iran) (OIMN / BJB)
Sabzevar National Airport,OIMS,AFZ,,False,False,False,Sabzevar National Airport (Iran) (OIMS / AFZ)
Noshahr Airport,OINN,NSH,,False,False,False,Noshahr Airport (Iran) (OINN / NSH)
Dasht-e Naz Airport,OINZ,SRY,,False,False,False,Dasht-e Naz Airport (Iran) (OINZ / SRY)
Lar Airport,OISL,LRR,,False,False,False,Lar Airport (Iran) (OISL / LRR)
Ardabil Airport,OITL,ADU,,False,False,False,Ardabil Airport (Iran) (OITL / ADU)
Urmia Airport,OITR,OMH,,False,False,False,Urmia Airport (Iran) (OITR / OMH)
Al Ain International Airport,OMAL,AAN,,False,False,False,Al Ain International Airport (United Arab Emirates) (OMAL / AAN)
Bannu Airport,OPBN,BNP,,False,False,False,Bannu Airport (Pakistan) (OPBN / BNP)
Bahawalpur Airport,OPBW,BHV,,False,False,False,Bahawalpur Airport (Pakistan) (OPBW / BHV)
Chitral Airport,OPCH,CJL,,False,False,False,Chitral Airport (Pakistan) (OPCH / CJL)
Dalbandin Airport,OPDB,DBA,,False,False,False,Dalbandin Airport (Pakistan) (OPDB / DBA)
Dera Ghazi Khan Airport,OPDG,DEA,,False,False,False,Dera Ghazi Khan Airport (Pakistan) (OPDG / DEA)
Dera Ismael Khan Airport,OPDI,DSK,,False,False,False,Dera Ismael Khan Airport (Pakistan) (OPDI / DSK)
Jiwani Airport,OPJI,JIW,,False,False,False,Jiwani Airport (Pakistan) (OPJI / JIW)
Hyderabad Airport,OPKD,HDD,,False,False,False,Hyderabad Airport (Pakistan) (OPKD / HDD)
Khuzdar Airport,OPKH,KDD,,False,False,False,Khuzdar Airport (Pakistan) (OPKH / KDD)
Ormara Airport,OPOR,ORW,,False,False,False,Ormara Airport (Pakistan) (OPOR / ORW)
Parachinar Airport,OPPC,PAJ,,False,False,False,Parachinar Airport (Pakistan) (OPPC / PAJ)
Skardu Airport,OPSD,KDU,,False,False,False,Skardu Airport (Pakistan) (OPSD / KDU)
Sehwan Sharif Airport,OPSN,SYW,,False,False,False,Sehwan Sharif Airport (Pakistan) (OPSN / SYW)
Turbat International Airport,OPTU,TUK,,False,False,False,Turbat International Airport (Pakistan) (OPTU / TUK)
Sulaymaniyah International Airport,ORSU,ISU,,False,False,False,Sulaymaniyah International Airport (Iraq) (ORSU / ISU)
Kamishly Airport,OSKL,KAC,,False,False,False,Kamishly Airport (Syria) (OSKL / KAC)
Sayun International Airport,OYSY,GXF,,False,False,False,Sayun International Airport (Yemen) (OYSY / GXF)
Adak Airport,PADK,ADK,,False,False,False,Adak Airport (United States) (PADK / ADK)
Gustavus Airport,PAGS,GST,,False,False,False,Gustavus Airport (United States) (PAGS / GST)
Skagway Airport,PAGY,SGY,,False,False,False,Skagway Airport (United States) (PAGY / SGY)
Holy Cross Airport,PAHC,HCR,,False,False,False,Holy Cross Airport (United States) (PAHC / HCR)
Haines Airport,PAHN,HNS,,False,False,False,Haines Airport (United States) (PAHN / HNS)
Kalskag Airport,PALG,KLG,,False,False,False,Kalskag Airport (United States) (PALG / KLG)
McGrath Airport,PAMC,MCG,,False,False,False,McGrath Airport (United States) (PAMC / MCG)
Mountain Village Airport,PAMO,MOU,,False,False,False,Mountain Village Airport (United States) (PAMO / MOU)
Aniak Airport,PANI,ANI,,False,False,False,Aniak Airport (United States) (PANI / ANI)
Chevak Airport,PAVA,VAK,,False,False,False,Chevak Airport (United States) (PAVA / VAK)
Wrangell Airport,PAWG,WRG,,False,False,False,Wrangell Airport (United States) (PAWG / WRG)
Balimo Airport,AYBM,OPU,,False,False,False,Balimo Airport (Papua New Guinea) (AYBM / OPU)
Baimuru Airport,AYBA,VMU,,False,False,False,Baimuru Airport (Papua New Guinea) (AYBA / VMU)
Kalaupapa Airport,PHLU,LUP,,False,False,False,Kalaupapa Airport (United States) (PHLU / LUP)
Eniwetok Airport,PKMA,ENT,,False,False,False,Eniwetok Airport (Marshall Islands) (PKMA / ENT)
Matsu Nangan Airport,RCFG,LZN,,False,False,False,Matsu Nangan Airport (Taiwan) (RCFG / LZN)
Hengchun Airport,RCKW,HCN,,False,False,False,Hengchun Airport (Taiwan) (RCKW / HCN)
Matsu Beigan Airport,RCMT,MFK,,False,False,False,Matsu Beigan Airport (Taiwan) (RCMT / MFK)
Kushiro Airport,RJCK,KUH,,False,False,False,Kushiro Airport (Japan) (RJCK / KUH)
Okadama Airport,RJCO,OKD,,False,False,False,Okadama Airport (Japan) (RJCO / OKD)
Saga Airport,RJFS,HSG,,False,False,False,Saga Airport (Japan) (RJFS / HSG)
Nagoya Airport,RJNA,NKM,,False,False,False,Nagoya Airport (Japan) (RJNA / NKM)
Iwami Airport,RJOW,IWJ,,False,False,False,Iwami Airport (Japan) (RJOW / IWJ)
Fukushima Airport,RJSF,FKS,,False,False,False,Fukushima Airport (Japan) (RJSF / FKS)
Odate Noshiro Airport,RJSR,ONJ,,False,False,False,Odate Noshiro Airport (Japan) (RJSR / ONJ)
Shonai Airport,RJSY,SYO,,False,False,False,Shonai Airport (Japan) (RJSY / SYO)
Miyakejima Airport,RJTQ,MYE,,False,False,False,Miyakejima Airport (Japan) (RJTQ / MYE)
Kunsan Air Base,RKJK,KUV,,False,False,False,Kunsan Air Base (South Korea) (RKJK / KUV)
Mokpo Heliport,RKJM,MPK,,False,False,False,Mokpo Heliport (South Korea) (RKJM / MPK)
Wonju/Hoengseong Air Base,RKNW,WJU,,False,False,False,Wonju/Hoengseong Air Base (K-38/K-46) (South Korea) (RKNW / WJU)
Yangyang International Airport,RKNY,YNY,,False,False,False,Yangyang International Airport (South Korea) (RKNY / YNY)
Sacheon Air Base/Airport,RKPS,HIN,,False,False,False,Sacheon Air Base/Airport (South Korea) (RKPS / HIN)
Cheongju International Airport/Cheongju Air Base,RKTU,CJJ,,False,False,False,Cheongju International Airport/Cheongju Air Base (K-59/G-513) (South Korea) (RKTU / CJJ)
Subic Bay International Airport,RPLB,SFS,,False,False,False,Subic Bay International Airport (Philippines) (RPLB / SFS)
Cuyo Airport,RPLO,CYU,,False,False,False,Cuyo Airport (Philippines) (RPLO / CYU)
Rajah Buayan Air Base,RPMB,NES,,False,False,False,Rajah Buayan Air Base (Philippines) (RPMB)
Camiguin Airport,RPMH,CGM,,False,False,False,Camiguin Airport (Philippines) (RPMH / CGM)
Jolo Airport,RPMJ,JOL,,False,False,False,Jolo Airport (Philippines) (RPMJ / JOL)
Sanga Sanga Airport,RPMN,TWT,,False,False,False,Sanga Sanga Airport (Philippines) (RPMN / TWT)
Surigao Airport,RPMS,SUG,,False,False,False,Surigao Airport (Philippines) (RPMS / SUG)
Tandag Airport,RPMW,TDG,,False,False,False,Tandag Airport (Philippines) (RPMW / TDG)
Naga Airport,RPUN,WNP,,False,False,False,Naga Airport (Philippines) (RPUN / WNP)
Basco Airport,RPUO,BSO,,False,False,False,Basco Airport (Philippines) (RPUO / BSO)
San Fernando Airport,RPUS,SFE,,False,False,False,San Fernando Airport (Philippines) (RPUS / SFE)
Tuguegarao Airport,RPUT,TUG,,False,False,False,Tuguegarao Airport (Philippines) (RPUT / TUG)
Virac Airport,RPUV,VRC,,False,False,False,Virac Airport (Philippines) (RPUV / VRC)
Calbayog Airport,RPVC,CYP,,False,False,False,Calbayog Airport (Philippines) (RPVC / CYP)
Catarman National Airport,RPVF,CRM,,False,False,False,Catarman National Airport (Philippines) (RPVF / CRM)
Moises R. Espinosa Airport,RPVJ,MBT,,False,False,False,Moises R. Espinosa Airport (Philippines) (RPVJ / MBT)
Roxas Airport,RPVR,RXS,,False,False,False,Roxas Airport (Philippines) (RPVR / RXS)
General Enrique Mosconi Airport,SAST,TTG,,False,False,False,General Enrique Mosconi Airport (Argentina) (SAST / TTG)
Las Heras Airport,SAVH,LHS,,False,False,False,Las Heras Airport (Argentina) (SAVH / LHS)
Antoine de Saint Exupéry Airport,SAVN,OES,,False,False,False,Antoine de Saint Exupéry Airport (Argentina) (SAVN / OES)
Lago Argentino Airport,SAWA,ING,,False,False,False,Lago Argentino Airport (Argentina) (SAWA / ING)
Gobernador Gregores Airport,SAWR,GGS,,False,False,False,Gobernador Gregores Airport (Argentina) (SAWR / GGS)
Santa Teresita Airport,SAZL,SST,,False,False,False,Santa Teresita Airport (Argentina) (SAZL / SST)
Necochea Airport,SAZO,NEC,,False,False,False,Necochea Airport (Argentina) (SAZO / NEC)
Orlando Bezerra de Menezes Airport,SBJU,JDO,,False,False,False,Orlando Bezerra de Menezes Airport (Brazil) (SBJU / JDO)
Coronel Horácio de Mattos Airport,SBLE,LEC,,False,False,False,Coronel Horácio de Mattos Airport (Brazil) (SBLE / LEC)
Macaé Airport,SBME,MEA,,False,False,False,Macaé Airport (Brazil) (SBME / MEA)
Frank Miloye Milenkowichi–Marília  State Airport,SBML,MII,,False,False,False,Frank Miloye Milenkowichi–Marília  State Airport (Brazil) (SBML / MII)
Vitória da Conquista Airport,SBQV,VDC,,False,False,False,Vitória da Conquista Airport (Brazil) (SBQV / VDC)
Santa Maria Airport,SBSM,RIA,,False,False,False,Santa Maria Airport (Brazil) (SBSM / RIA)
Toledo Airport,SBTD,TOW,,False,False,False,Toledo Airport (Brazil) (SBTD / TOW)
Ricardo García Posada Airport,SCES,ESR,,False,False,False,Ricardo García Posada Airport (Chile) (SCES / ESR)
Pucón Airport,SCPC,ZPC,,False,False,False,Pucón Airport (Chile) (SCPC / ZPC)
Sorocaba Airport,SDCO,SOD,,False,False,False,Sorocaba Airport (Brazil) (SDCO / SOD)
San Cristóbal Airport,SEST,SCY,,False,False,False,San Cristóbal Airport (Ecuador) (SEST / SCY)
Camilo Ponce Enriquez Airport,SETM,LOH,,False,False,False,Camilo Ponce Enriquez Airport (Ecuador) (SETM / LOH)
General Rivadeneira Airport,SETN,ESM,,False,False,False,General Rivadeneira Airport (Ecuador) (SETN / ESM)
Port Stanley Airport,SFAL,PSY,,False,False,False,Port Stanley Airport (Falkland Islands) (SFAL / PSY)
Santa Ana Airport,SKGO,CRC,,False,False,False,Santa Ana Airport (Colombia) (SKGO / CRC)
La Jagua Airport,SKGZ,,,False,False,False,La Jagua Airport (Colombia) (SKGZ)
Caucaya Airport,SKLG,LQM,,False,False,False,Caucaya Airport (Colombia) (SKLG / LQM)
La Pedrera Airport,SKLP,LPD,,False,False,False,La Pedrera Airport (Colombia) (SKLP / LPD)
Reyes Murillo Airport,SKNQ,NQU,,False,False,False,Reyes Murillo Airport (Colombia) (SKNQ / NQU)
Obando Airport,SKPD,PDA,,False,False,False,Obando Airport (Colombia) (SKPD / PDA)
El Yopal Airport,SKYP,EYP,,False,False,False,El Yopal Airport (Colombia) (SKYP / EYP)
Capitán de Av. Emilio Beltrán Airport,SLGY,GYA,,False,False,False,Capitán de Av. Emilio Beltrán Airport (Bolivia) (SLGY / GYA)
Puerto Rico Airport,SLPR,PUR,,False,False,False,Puerto Rico Airport (Bolivia) (SLPR / PUR)
Capitán Av. Selin Zeitun Lopez Airport,SLRI,RIB,,False,False,False,Capitán Av. Selin Zeitun Lopez Airport (Bolivia) (SLRI / RIB)
Reyes Airport,SLRY,REY,,False,False,False,Reyes Airport (Bolivia) (SLRY / REY)
Capitán Av. German Quiroga G. Airport,SLSB,SRJ,,False,False,False,Capitán Av. German Quiroga G. Airport (Bolivia) (SLSB / SRJ)
Zorg en Hoop Airport,SMZO,ORG,,False,False,False,Zorg en Hoop Airport (Suriname) (SMZO / ORG)
Mucuri Airport,SNMU,MVS,,False,False,False,Mucuri Airport (Brazil) (SNMU / MVS)
Caballococha Airport,SPBC,,,False,False,False,Caballococha Airport (Peru) (SPBC)
Mayor General FAP Armando Revoredo Iglesias Airport,SPJR,CJA,,False,False,False,Mayor General FAP Armando Revoredo Iglesias Airport (Peru) (SPJR / CJA)
Alferez Fap David Figueroa Fernandini Airport,SPNC,HUU,,False,False,False,Alferez Fap David Figueroa Fernandini Airport (Peru) (SPNC / HUU)
Maria Reiche Neuman Airport,SPZA,NZC,,False,False,False,Maria Reiche Neuman Airport (Peru) (SPZA / NZC)
Santa Rosa Airport,SSZR,SRA,,False,False,False,Santa Rosa Airport (Brazil) (SSZR / SRA)
El Jagüel / Punta del Este Airport,SUPE,,,False,False,False,El Jagüel / Punta del Este Airport (Uruguay) (SUPE)
Escuela Mariscal Sucre Airport,SVBS,MYC,,False,False,False,Escuela Mariscal Sucre Airport (Venezuela) (SVBS / MYC)
Juan Pablo Pérez Alfonso Airport,SVVG,VIG,,False,False,False,Juan Pablo Pérez Alfonso Airport (Venezuela) (SVVG / VIG)
Ji-Paraná Airport,SWJI,JPR,,False,False,False,Ji-Paraná Airport (Brazil) (SWJI / JPR)
Codrington Airport,TAPH,BBQ,,False,False,False,Codrington Airport (Antigua and Barbuda) (TAPH / BBQ)
La Désirade Airport,TFFA,DSD,,False,False,False,La Désirade Airport (Guadeloupe) (TFFA / DSD)
Baillif Airport,TFFB,BBR,,False,False,False,Baillif Airport (Guadeloupe) (TFFB / BBR)
St-François Airport,TFFC,SFC,,False,False,False,St-François Airport (Guadeloupe) (TFFC / SFC)
Les Bases Airport,TFFM,GBJ,,False,False,False,Les Bases Airport (Guadeloupe) (TFFM / GBJ)
Vance W. Amory International Airport,TKPN,NEV,,False,False,False,Vance W. Amory International Airport (Saint Kitts and Nevis) (TKPN / NEV)
Virgin Gorda Airport,TUPW,VIJ,,False,False,False,Virgin Gorda Airport (British Virgin Islands) (TUPW / VIJ)
J F Mitchell Airport,TVSB,BQU,,False,False,False,J F Mitchell Airport (Saint Vincent and the Grenadines) (TVSB / BQU)
Union Island International Airport,TVSU,UNI,,False,False,False,Union Island International Airport (Saint Vincent and the Grenadines) (TVSU / UNI)
Kokshetau Airport,UACK,KOV,,False,False,False,Kokshetau Airport (Kazakhstan) (UACK / KOV)
Petropavlosk South Airport,UACP,PPK,,False,False,False,Petropavlosk South Airport (Kazakhstan) (UACP / PPK)
Zhezkazgan Airport,UAKD,DZN,,False,False,False,Zhezkazgan Airport (Kazakhstan) (UAKD / DZN)
Ust-Kamennogorsk Airport,UASK,UKK,,False,False,False,Ust-Kamennogorsk Airport (Kazakhstan) (UASK / UKK)
Kostanay West Airport,UAUU,KSN,,False,False,False,Kostanay West Airport (Kazakhstan) (UAUU / KSN)
Ganja Airport,UBBG,KVD,,False,False,False,Ganja Airport (Azerbaijan) (UBBG / KVD)
Nakhchivan Airport,UBBN,NAJ,,False,False,False,Nakhchivan Airport (Azerbaijan) (UBBN / NAJ)
Chulman Airport,UELL,NER,,False,False,False,Chulman Airport (Russia) (UELL / NER)
Polyarny Airport,UERP,PYJ,,False,False,False,Polyarny Airport (Russia) (UERP / PYJ)
Chokurdakh Airport,UESO,CKH,,False,False,False,Chokurdakh Airport (Russia) (UESO / CKH)
Cherskiy Airport,UESS,CYX,,False,False,False,Cherskiy Airport (Russia) (UESS / CYX)
Tiksi Airport,UEST,IKS,,False,False,False,Tiksi Airport (Russia) (UEST / IKS)
Komsomolsk-on-Amur Airport,UHKK,KXK,,False,False,False,Komsomolsk-on-Amur Airport (Russia) (UHKK / KXK)
Ugolny Airport,UHMA,DYR,,False,False,False,Ugolny Airport (Russia) (UHMA / DYR)
Okhotsk Airport,UHOO,OHO,,False,False,False,Okhotsk Airport (Russia) (UHOO / OHO)
Ujae Atoll Airport,UJAP,UJE,,False,False,False,Ujae Atoll Airport (Marshall Islands) (UJAP / UJE)
Mariupol International Airport,UKCM,MPW,,False,False,False,Mariupol International Airport (Ukraine) (UKCM / MPW)
Luhansk International Airport,UKCW,VSG,,False,False,False,Luhansk International Airport (Ukraine) (UKCW / VSG)
Zaporizhzhia International Airport,UKDE,OZH,,False,False,False,Zaporizhzhia International Airport (Ukraine) (UKDE / OZH)
